jcm,organism,meo,label_meo
JCM_9374,Planomonospora sphaerica,MEO_0000007,soil
JCM_9375,Saccharopolyspora spinosa,MEO_0000007,soil
JCM_9376,Actinomadura glomerata,MEO_0000379,leaf
JCM_9420,Nocardiopsis lucentensis,MEO_0000671,saline marsh
JCM_9421,Amycolata autotrophica,MEO_0000007,soil
JCM_9421,Pseudoamycolata halophobica,MEO_0000007,soil
JCM_9422,Cryptococcus vishniacii,MEO_0000007,soil
JCM_9422,Cryptococcus asgardensis,MEO_0000007,soil
JCM_9423,Cryptococcus vishniacii,MEO_0000007,soil
JCM_9423,Cryptococcus baldrensis,MEO_0000007,soil
JCM_9424,Cryptococcus bhutanensis,MEO_0000007,soil
JCM_9425,Cryptococcus consortionis,MEO_0000007,soil
JCM_9426,Cryptococcus friedmannii,MEO_0000112,rock
JCM_9427,Cryptococcus fuscescens,MEO_0000659,saline soil
JCM_9471,Candida ingens,MEO_0000015,brewery
JCM_9471,Saprochaete ingens,MEO_0000015,brewery
JCM_9472,Candida lactis-condensi,MEO_0000248,fermented dairy product
JCM_9472,Torula lactis-condensi,MEO_0000248,fermented dairy product
JCM_9472,Torulopsis lactis-condensi,MEO_0000248,fermented dairy product
JCM_9473,Candida lactis-condensi,MEO_0000220,brine
JCM_9473,Starmerella lactis-condensi,MEO_0000220,brine
JCM_9473,Candida lactis-condensi,MEO_0000253,fermented vegetables
JCM_9473,Starmerella lactis-condensi,MEO_0000253,fermented vegetables
JCM_9474,Candida tepae,MEO_0000765,stump
JCM_9477,Candida stellata,MEO_0000246,fermented grape juice
JCM_9477,Starmerella stellata,MEO_0000246,fermented grape juice
JCM_9477,Candida stellata,MEO_0000282,must
JCM_9477,Starmerella stellata,MEO_0000282,must
JCM_9478,Wickerhamiella domercqii,MEO_0000638,cellar
JCM_9479,Candida hellenica,MEO_0000250,fermented must
JCM_9479,Zygoascus hellenicus,MEO_0000250,fermented must
JCM_9479,Trichosporon hellenicum,MEO_0000250,fermented must
JCM_9578,Halococcus salifodinae,MEO_0000699,mine
JCM_9629,Archaeoglobus profundus,MEO_0000698,hydrothermal field
JCM_9780,Taphrina nana,MEO_0000093,permafrost
JCM_9830,Candida pseudolambica,MEO_0000314,silage
JCM_9831,Candida silvicultrix,MEO_0000062,wood
JCM_9832,Candida parapsilosis var. querci,MEO_0000400,frass
JCM_9832,Candida quercitrusa,MEO_0000400,frass
JCM_9833,Candida populi,MEO_0000758,exudate
JCM_9834,Arxiozyma telluris,MEO_0000483,liver
JCM_9834,Candida pintolopesii,MEO_0000483,liver
JCM_9834,Torulopsis pintolopesii,MEO_0000483,liver
JCM_9835,Arxiozyma telluris,MEO_0000460,cecum
JCM_9835,Candida pintolopesii var. slooffiae,MEO_0000460,cecum
JCM_9835,Candida sloofiae,MEO_0000460,cecum
JCM_9835,Kazachstania telluris,MEO_0000460,cecum
JCM_9880,Bulleromyces albus,MEO_0000379,leaf
JCM_9881,Bulleromyces albus,MEO_0000379,leaf
JCM_9882,Bulleromyces albus,MEO_0000379,leaf
JCM_9884,Cryptococcus gilvescens,MEO_0000200,humus
JCM_9885,Cryptococcus marinus,MEO_0000041,marine water
JCM_9885,Candida marina,MEO_0000041,marine water
JCM_9886,Guehomyces pullulans,MEO_0000006,air
JCM_9886,Oidium pullulans,MEO_0000006,air
JCM_9886,Trichosporon pullulans,MEO_0000006,air
JCM_9887,Leucosporidium fellii,MEO_0000007,soil
JCM_9888,Streptomyces sp.,MEO_0000007,soil
JCM_9930,Penicillium atramentosum,MEO_0000224,camembert cheese
JCM_9931,Paracraurococcus ruber,MEO_0000007,soil
JCM_9933,Craurococcus roseus,MEO_0000007,soil
JCM_9934,Trichosporon laibachii,MEO_0000054,feces
JCM_9934,Endomyces laibachii,MEO_0000054,feces
JCM_9935,Trichosporon jirovecii,MEO_0000576,nail
JCM_9937,Trichosporon montevideense,MEO_0000423,small artifact
JCM_9937,Endomycopsis montevideensis,MEO_0000423,small artifact
JCM_9988,Eubacterium combesii,MEO_0000007,soil
JCM_9989,Eubacterium budayi,MEO_0000044,pond water
JCM_16662,Flavivirga sp.,MEO_0000023,sea
JCM_16663,Tenacibaculum sp.,MEO_0000023,sea
JCM_16676,Erythrobacter sp.,MEO_0000684,estuarine sediment
JCM_16678,Erythrobacter sp.,MEO_0000041,marine water
JCM_16716,Rheinheimera sp.,MEO_0000735,daily life water
JCM_16717,Acinetobacter sp.,MEO_0000735,daily life water
JCM_16718,Achromobacter sp.,MEO_0000198,field soil
JCM_28339,Burgoa anomala,MEO_0000334,tumulus
JCM_28339,Burgoa anomala,MEO_0000723,ceiling
JCM_28348,Burgoa anomala,MEO_0000334,tumulus
JCM_28348,Burgoa anomala,MEO_0000723,ceiling
JCM_28349,Burgoa anomala,MEO_0000334,tumulus
JCM_28349,Burgoa anomala,MEO_0000723,ceiling
JCM_28363,Burgoa anomala,MEO_0000334,tumulus
JCM_28363,Burgoa anomala,MEO_0000723,ceiling
JCM_30141,Limoniibacter endophyticus,MEO_0000386,plant root
JCM_31850,Halorubrum amylolyticum,MEO_0000699,mine
JCM_31850,Halorubrum amylolyticum,MEO_0000722,salt
JCM_32149,Micromonospora musae,MEO_0000386,plant root
JCM_32369,Gramella fulva,MEO_0000691,tidal flat sediment
JCM_32372,Flavobacterium edaphi,MEO_0000007,soil
JCM_32925,Rhodoluna limnophila,MEO_0000036,water
JCM_32925,Rhodoluna limnophila,MEO_0000740,river water
JCM_32926,Rhodoluna limnophila,MEO_0000117,surface water
JCM_32926,Rhodoluna limnophila,MEO_0000728,freshwater pond
JCM_32927,Rhodoluna limnophila,MEO_0000036,water
JCM_32927,Rhodoluna limnophila,MEO_0000740,river water
JCM_32928,Rhodoluna planktonica,MEO_0000027,pond
JCM_32928,Rhodoluna planktonica,MEO_0000728,freshwater pond
JCM_33158,Biomaibacter acetigenes,MEO_0000011,oil field
JCM_33158,Biomaibacter acetigenes,MEO_0000013,sludge
JCM_33158,Biomaibacter acetigenes,MEO_0000326,oil reservoir
JCM_33347,Kosakonia quasisacchari,MEO_0000053,wound
JCM_33347,Kosakonia quasisacchari,MEO_0000422,excrement and secretion
JCM_33357,Campylobacter nitrofigilis,MEO_0000386,plant root
JCM_33357,Campylobacter nitrofigilis,MEO_0000671,saline marsh
JCM_33395,Pseudomonas juntendi,MEO_0000403,sputum
JCM_33399,Nocardioides yefusunii,MEO_0000054,feces
JCM_33399,Nocardioides yefusunii,MEO_0000627,feces
JCM_33436,Pseudomonas tructae,MEO_0000517,kidney
JCM_18429,Thermoflavifilum sp.,MEO_0000062,wood
JCM_33717,Alcanivorax limicola,MEO_0000646,alkaline soil
JCM_33717,Alcanivorax limicola,MEO_0000659,saline soil
JCM_11101,Termitomyces sp.,MEO_0000755,nest
JCM_11102,Termitomyces sp.,MEO_0000755,nest
JCM_11103,Termitomyces sp.,MEO_0000755,nest
JCM_11104,Termitomyces sp.,MEO_0000755,nest
JCM_11105,Termitomyces sp.,MEO_0000755,nest
JCM_11107,Termitomyces sp.,MEO_0000755,nest
JCM_11152,Termitomyces sp.,MEO_0000755,nest
JCM_11153,Termitomyces sp.,MEO_0000755,nest
JCM_11156,Termitomyces sp.,MEO_0000755,nest
JCM_32624,Halobacillus fulvus,MEO_0000251,fermented shrimp
JCM_34106,Corynebacterium zhongnanshanii,MEO_0000508,trachea
JCM_34756,Adlercreutzia equolifaciens subsp. equolifaciens,MEO_0000054,feces
JCM_34756,Adlercreutzia equolifaciens subsp. equolifaciens,MEO_0000627,feces
JCM_34757,Megamonas funiformis,MEO_0000054,feces
JCM_34757,Megamonas funiformis,MEO_0000627,feces
JCM_39249,Oscillibacter acetigenes,MEO_0000054,feces
JCM_39249,Oscillibacter acetigenes,MEO_0000627,feces
JCM_34449,Roseicella aerolata,MEO_0000345,industrial waste
JCM_34449,Roseicella aerolata,MEO_0000632,aerosol
JCM_34943,Brevundimonas fontaquae,MEO_0000741,spring water
JCM_35048,Corynebacterium kalidii,MEO_0000339,solar saltern
JCM_35048,Corynebacterium kalidii,MEO_0000386,plant root
JCM_35246,Arthrobacter antioxidans,MEO_0000007,soil
JCM_35246,Arthrobacter antioxidans,MEO_0000170,glacier
JCM_35553,Lapidilactobacillus luobeiensis,MEO_0000285,pickled food product
JCM_35554,Levilactobacillus humaensis,MEO_0000285,pickled food product
JCM_34402,Roseococcus pinisoli,MEO_0000658,rhizosphere soil
JCM_34453,Caenimonas aquaedulcis,MEO_0000025,freshwater lake
JCM_32775,Paenibacillus agilis,MEO_0000007,soil
JCM_35001,Colwellia maritima,MEO_0000041,marine water
JCM_35001,Colwellia maritima,MEO_0000122,coastal water
JCM_5206,Debaryomyces hansenii var. hansenii,MEO_0000037,saline water
JCM_5206,Debaryomyces hansenii var. hansenii,MEO_0000285,pickled food product
JCM_5207,Candida sp.,MEO_0000037,saline water
JCM_5207,Candida sp.,MEO_0000285,pickled food product
JCM_34707,Nocardiopsis eucommiae,MEO_0000379,leaf
JCM_34759,Brachybacterium kimchii,MEO_0000017,kimchi
JCM_34760,Brachybacterium halotolerans subsp. kimchii,MEO_0000017,kimchi
JCM_34969,Octadecabacter algicola,MEO_0000716,seaweed
JCM_5210,Candida sp.,MEO_0000037,saline water
JCM_5210,Candida sp.,MEO_0000285,pickled food product
JCM_34222,Cognataquiflexum nitidum,MEO_0000025,freshwater lake
JCM_34612,Cognataquiflexum rubidum,MEO_0000025,freshwater lake
JCM_34871,Mangrovimonas futianensis,MEO_0000066,sediment
JCM_34871,Mangrovimonas futianensis,MEO_0000654,mangrove soil
JCM_34872,Mangrovimonas futianensis,MEO_0000066,sediment
JCM_34872,Mangrovimonas futianensis,MEO_0000654,mangrove soil
JCM_34873,Mangrovimonas futianensis,MEO_0000066,sediment
JCM_34873,Mangrovimonas futianensis,MEO_0000654,mangrove soil
JCM_34973,Octadecabacter dasysiphoniae,MEO_0000716,seaweed
JCM_35021,Polaribacter marinus,MEO_0000041,marine water
JCM_35021,Polaribacter marinus,MEO_0000122,coastal water
JCM_35178,Ralstonia wenshanensis,MEO_0000658,rhizosphere soil
JCM_35085,Halomonas getboli,MEO_0000691,tidal flat sediment
JCM_32960,Halocatena salina,MEO_0000220,brine
JCM_34441,Sphingomonas quercus,MEO_0000088,farm
JCM_34441,Sphingomonas quercus,MEO_0000658,rhizosphere soil
JCM_34442,Rhizobium populisoli,MEO_0000658,rhizosphere soil
JCM_16583,Acinetobacter sp.,MEO_0000012,sewage
JCM_16583,Acinetobacter sp.,MEO_0000036,water
JCM_28340,Burgoa anomala,MEO_0000333,wall
JCM_28340,Burgoa anomala,MEO_0000334,tumulus
JCM_28341,Burgoa anomala,MEO_0000333,wall
JCM_28341,Burgoa anomala,MEO_0000334,tumulus
JCM_28342,Burgoa anomala,MEO_0000334,tumulus
JCM_28342,Burgoa anomala,MEO_0000723,ceiling
JCM_28350,Burgoa anomala,MEO_0000334,tumulus
JCM_28350,Burgoa anomala,MEO_0000723,ceiling
JCM_28351,Burgoa anomala,MEO_0000334,tumulus
JCM_28351,Burgoa anomala,MEO_0000723,ceiling
JCM_28352,Burgoa anomala,MEO_0000334,tumulus
JCM_28352,Burgoa anomala,MEO_0000723,ceiling
JCM_28353,Burgoa anomala,MEO_0000333,wall
JCM_28353,Burgoa anomala,MEO_0000334,tumulus
JCM_28354,Burgoa anomala,MEO_0000334,tumulus
JCM_28354,Burgoa anomala,MEO_0000723,ceiling
JCM_28367,Burgoa anomala,MEO_0000333,wall
JCM_28367,Burgoa anomala,MEO_0000334,tumulus
JCM_30852,Photobacterium salinisoli,MEO_0000659,saline soil
JCM_30878,Microbispora sp.,MEO_0000007,soil
JCM_30878,Microbispora sp.,MEO_0000704,cave
JCM_30879,Nonomuraea sp.,MEO_0000007,soil
JCM_30879,Nonomuraea sp.,MEO_0000704,cave
JCM_31243,Paenibacillus psychroresistens,MEO_0000007,soil
JCM_32061,Pseudomonas mangiferae,MEO_0000373,bark
JCM_32078,Petrocella atlantisensis,MEO_0000112,rock
JCM_32150,Micromonospora musae,MEO_0000386,plant root
JCM_32251,Rhizobium panacihumi,MEO_0000197,farm soil
JCM_32445,Erythrobacter suaedae,MEO_0000055,rhizosphere
JCM_32445,Erythrobacter suaedae,MEO_0000679,saline mud
JCM_32579,Pseudomonas qingdaonensis,MEO_0000658,rhizosphere soil
JCM_32625,Lentibacillus lipolyticus,MEO_0000251,fermented shrimp
JCM_32625,Lentibacillus lipolyticus,MEO_0000722,salt
JCM_32637,Paracoccus indicus,MEO_0000041,marine water
JCM_32637,Paracoccus indicus,MEO_0000117,surface water
JCM_33056,Emticicia agri,MEO_0000007,soil
JCM_33143,Labedella populi,MEO_0000385,plant material
JCM_16709,Bordetella hinzii,MEO_0000505,set of bronchi
JCM_16863,Unidentified bacterium,MEO_0000036,water
JCM_16863,Unidentified bacterium,MEO_0000170,glacier
JCM_17061,Pseudomonas sp.,MEO_0000736,hot spring water
JCM_17067,Flavobacterium sp.,MEO_0000728,freshwater pond
JCM_25084,Acetobacter tropicalis,MEO_0000259,fruit
JCM_30829,Geobacillus sp.,MEO_0000031,hydrothermal vent
JCM_30829,Geobacillus sp.,MEO_0000685,hot sediment
JCM_30829,Geobacillus sp.,MEO_0000724,deep sea
JCM_31284,Neopseudomonas neustonica,MEO_0000041,marine water
JCM_31284,Neopseudomonas neustonica,MEO_0000117,surface water
JCM_31284,Neopseudomonas neustonica,MEO_0000122,coastal water
JCM_31285,Neopseudomonas neustonica,MEO_0000041,marine water
JCM_31285,Neopseudomonas neustonica,MEO_0000117,surface water
JCM_31285,Neopseudomonas neustonica,MEO_0000122,coastal water
JCM_32043,Aestuariirhabdus litorea,MEO_0000023,sea
JCM_32043,Aestuariirhabdus litorea,MEO_0000745,tidal flat
JCM_32663,Nocardia stercoris,MEO_0000054,feces
JCM_32663,Nocardia stercoris,MEO_0000627,feces
JCM_32665,Unidentified bacterium,MEO_0000373,bark
JCM_32764,Flavobacterium sangjuense,MEO_0000688,river sediment
JCM_32769,Absicoccus porci,MEO_0000054,feces
JCM_32769,Absicoccus porci,MEO_0000627,feces
JCM_32916,Nonomuraea mesophila,MEO_0000007,soil
JCM_32916,Nonomuraea mesophila,MEO_0000196,desert
JCM_33013,Marinobacter salinexigens,MEO_0000041,marine water
JCM_33013,Marinobacter salinexigens,MEO_0000724,deep sea
JCM_33019,Streptomyces paludis,MEO_0000007,soil
JCM_33222,Jeotgalibaca ciconiae,MEO_0000054,feces
JCM_33222,Jeotgalibaca ciconiae,MEO_0000627,feces
JCM_33272,Lactobacillus yichunensis,MEO_0000285,pickled food product
JCM_33274,Lactobacillus mulanensis,MEO_0000285,pickled food product
JCM_33275,Lactobacillus suibinensis,MEO_0000285,pickled food product
JCM_33277,Gordonia insulae,MEO_0000648,coastal soil
JCM_33328,Streptomyces mimosae,MEO_0000386,plant root
JCM_33371,Acetobacter oryzoeni,MEO_0000016,vinegar
JCM_33371,Acetobacter oryzoeni,MEO_0000290,rice wine
JCM_33423,Apibacter raozihei,MEO_0000054,feces
JCM_33423,Apibacter raozihei,MEO_0000627,feces
JCM_33425,Muricauda alvinocaridis,MEO_0000698,hydrothermal field
JCM_33426,Carideicomes alvinocaridis,MEO_0000698,hydrothermal field
JCM_33429,Pseudomonas citronellolis,MEO_0000007,soil
JCM_33477,Vagococcus xieshaowenii,MEO_0000802,cloaca
JCM_33584,Streptomyces aquilus,MEO_0000379,leaf
JCM_33585,Streptomyces qinzhouensis,MEO_0000669,wetland soil
JCM_33585,Streptomyces qinzhouensis,MEO_0000754,mangrove
JCM_33630,Paracoccus aurantiacus,MEO_0000041,marine water
JCM_33630,Paracoccus aurantiacus,MEO_0000698,hydrothermal field
JCM_33780,Amedibacterium intestinale,MEO_0000054,feces
JCM_33780,Amedibacterium intestinale,MEO_0000627,feces
JCM_33781,Amedibacterium intestinale,MEO_0000054,feces
JCM_33781,Amedibacterium intestinale,MEO_0000627,feces
JCM_33830,Lactobacillus pingfangensis,MEO_0000285,pickled food product
JCM_33831,Lactobacillus kaifaensis,MEO_0000285,pickled food product
JCM_33832,Enterococcus nangangensis,MEO_0000709,fruit extract product
JCM_33833,Enterococcus pingfangensis,MEO_0000709,fruit extract product
JCM_33834,Enterococcus songbeiensis,MEO_0000709,fruit extract product
JCM_39077,Thermococcus indicus,MEO_0000031,hydrothermal vent
JCM_39077,Thermococcus indicus,MEO_0000698,hydrothermal field
JCM_39077,Thermococcus indicus,MEO_0000724,deep sea
JCM_17030,Hylemonella gracilis,MEO_0000740,river water
JCM_17031,Hylemonella gracilis,MEO_0000007,soil
JCM_17032,Hylemonella gracilis,MEO_0000737,lake water
JCM_17036,Hylemonella gracilis,MEO_0000737,lake water
JCM_17086,Mucilaginibacter sp.,MEO_0000007,soil
JCM_17087,Pedobacter sp.,MEO_0000007,soil
JCM_17088,Pedobacter sp.,MEO_0000007,soil
JCM_17089,Pedobacter sp.,MEO_0000007,soil
JCM_25003,Acetobacter aceti,MEO_0000214,beer
JCM_25005,Acetobacter aceti,MEO_0000016,vinegar
JCM_31762,Mesorhizobium composti,MEO_0000342,compost
JCM_31967,Gelidibacter japonicus,MEO_0000041,marine water
JCM_32377,Sphingomonas edaphi,MEO_0000007,soil
JCM_32377,Sphingomonas edaphi,MEO_0000351,beach
JCM_32583,Micromonospora deserti,MEO_0000007,soil
JCM_32583,Micromonospora deserti,MEO_0000196,desert
JCM_32630,Lysinimonas yzui,MEO_0000386,plant root
JCM_32636,Devosia indica,MEO_0000041,marine water
JCM_32636,Devosia indica,MEO_0000117,surface water
JCM_32681,Capnocytophaga felis,MEO_0000467,oral cavity
JCM_32684,Paenibacillus lutimineralis,MEO_0000699,mine
JCM_32684,Paenibacillus lutimineralis,MEO_0000129,clay
JCM_32687,Alteromonas portus,MEO_0000195,coastal sand
JCM_32688,Microbulbifer harenosus,MEO_0000195,coastal sand
JCM_32831,Nocardioides euryhalodurans,MEO_0000192,beach sand
JCM_32831,Nocardioides euryhalodurans,MEO_0000351,beach
JCM_32831,Nocardioides euryhalodurans,MEO_0000648,coastal soil
JCM_32832,Nocardioides seonyuensis,MEO_0000192,beach sand
JCM_32832,Nocardioides seonyuensis,MEO_0000351,beach
JCM_32832,Nocardioides seonyuensis,MEO_0000648,coastal soil
JCM_32833,Nocardioides eburneiflavus,MEO_0000192,beach sand
JCM_32833,Nocardioides eburneiflavus,MEO_0000351,beach
JCM_32833,Nocardioides eburneiflavus,MEO_0000648,coastal soil
JCM_32834,Cohnella fermenti,MEO_0000253,fermented vegetables
JCM_32839,Alistipes onderdonkii subsp. vulgaris,MEO_0000054,feces
JCM_32839,Alistipes onderdonkii subsp. vulgaris,MEO_0000627,feces
JCM_33141,Aeromicrobium endophyticum,MEO_0000379,leaf
JCM_33199,Cohnella candidum,MEO_0000007,soil
JCM_33294,Shewanella maritima,MEO_0000149,coastal water body
JCM_33295,Hydrogeniiclostidium mannosilyticum,MEO_0000054,feces
JCM_33295,Hydrogeniiclostidium mannosilyticum,MEO_0000627,feces
JCM_33298,Prevotella koreensis,MEO_0000050,subgingival plaque
JCM_33345,Enterobacter quasihormaechei,MEO_0000403,sputum
JCM_33346,Enterobacter wuhouensis,MEO_0000403,sputum
JCM_33348,Vibrio chemaguriensis,MEO_0000178,estuarine
JCM_17620,Rhodopirellula sp.,MEO_0000716,seaweed
JCM_17621,Rhodopirellula sp.,MEO_0000716,seaweed
JCM_17623,Rhodopirellula bahusiensis,MEO_0000716,seaweed
JCM_17625,Rhodopirellula sp.,MEO_0000066,sediment
JCM_31945,Acidibacillus ferrooxidans,MEO_0000347,mine waste
JCM_17610,Rhodopirellula sp.,MEO_0000066,sediment
JCM_17611,Rhodopirellula sp.,MEO_0000117,surface water
JCM_17612,Rhodopirellula sp.,MEO_0000353,marine bulk water
JCM_17612,Rhodopirellula sp.,MEO_0000413,brackish water
JCM_17615,Rhodopirellula sp.,MEO_0000066,sediment
JCM_32956,Halostella pelagica,MEO_0000220,brine
JCM_33057,Lysobacter terrigena,MEO_0000007,soil
JCM_34070,Mycobacterium avium,MEO_0000403,sputum
JCM_34071,Mycobacterium avium,MEO_0000403,sputum
JCM_34072,Mycobacterium avium,MEO_0000403,sputum
JCM_34073,Mycobacterium avium,MEO_0000403,sputum
JCM_34074,Mycobacterium avium,MEO_0000403,sputum
JCM_10586,Morchella conica,MEO_0000198,field soil
JCM_11098,Termitomyces sp.,MEO_0000755,nest
JCM_11099,Termitomyces sp.,MEO_0000755,nest
JCM_28200,Meyerozyma guilliermondii,MEO_0000136,microbial feature
JCM_28200,Meyerozyma guilliermondii,MEO_0000333,wall
JCM_28200,Meyerozyma guilliermondii,MEO_0000334,tumulus
JCM_28200,Meyerozyma guilliermondii,MEO_0000643,room
JCM_28201,Candida takamatsuzukensis,MEO_0000136,microbial feature
JCM_28201,Candida takamatsuzukensis,MEO_0000333,wall
JCM_28201,Candida takamatsuzukensis,MEO_0000334,tumulus
JCM_28201,Candida takamatsuzukensis,MEO_0000643,room
JCM_34303,Adhaeribacter terrigena,MEO_0000007,soil
JCM_34740,Thermus thermophilus,MEO_0000736,hot spring water
JCM_34741,Thermus thermophilus,MEO_0000736,hot spring water
JCM_34742,Thermus thermophilus,MEO_0000736,hot spring water
JCM_39233,Simplicillium sp.,MEO_0000767,twig
JCM_39233,Simplicillium sp.,MEO_0000371,ascocarp
JCM_39234,Acrodontium luzulae,MEO_0000767,twig
JCM_39234,Acrodontium luzulae,MEO_0000371,ascocarp
JCM_8822,Zasmidium sp.,MEO_0000734,contaminated water
JCM_32598,Lentilactobacillus fungorum,MEO_0000281,mushroom
JCM_32598,Lentilactobacillus fungorum,MEO_0000348,mushroom compost
JCM_34024,Spirosoma taeanense,MEO_0000195,coastal sand
JCM_34024,Spirosoma taeanense,MEO_0000702,sand dune
JCM_34224,Thermophilibacter immobilis,MEO_0000065,mud
JCM_34224,Thermophilibacter immobilis,MEO_0000638,cellar
JCM_39211,Faecalibacterium longum,MEO_0000054,feces
JCM_39211,Faecalibacterium longum,MEO_0000627,feces
JCM_39212,Faecalibacterium butyricigenerans,MEO_0000054,feces
JCM_39212,Faecalibacterium butyricigenerans,MEO_0000627,feces
JCM_17028,Acidovorax sp.,MEO_0000366,ground water
JCM_17028,Acidovorax sp.,MEO_0000699,mine
JCM_17029,Pseudomonas sp.,MEO_0000737,lake water
JCM_17072,Vibrio sp.,MEO_0000041,marine water
JCM_17075,Sphingomonas sp.,MEO_0000007,soil
JCM_17078,Chryseobacterium sp.,MEO_0000007,soil
JCM_19068,Neurospora crassa,MEO_0000199,grassland soil
JCM_32118,Bacillus natronophilus,MEO_0000066,sediment
JCM_32118,Bacillus natronophilus,MEO_0000726,soda lake
JCM_32162,Segnochrobactrum spirostomi,MEO_0000728,freshwater pond
JCM_32571,Pilibacter termitis,MEO_0000468,gut
JCM_32572,Pilibacter termitis,MEO_0000470,hindgut
JCM_32676,Lacisediminimonas profundi,MEO_0000066,sediment
JCM_32880,Pontibacter oryzae,MEO_0000198,field soil
JCM_32880,Pontibacter oryzae,MEO_0000336,paddy field
JCM_33181,Bacillus yapensis,MEO_0000066,sediment
JCM_33181,Bacillus yapensis,MEO_0000724,deep sea
JCM_33182,Nocardioides jejuensis,MEO_0000007,soil
JCM_33184,Paenibacillus albus,MEO_0000007,soil
JCM_33186,Hymenobacter jejuensis,MEO_0000007,soil
JCM_33187,Algoriphagus aquimaris,MEO_0000192,beach sand
JCM_33230,Tabrizicola piscis,MEO_0000481,gastrointestinal tract
JCM_33289,Paracoccus tegillarcae,MEO_0000481,gastrointestinal tract
JCM_33443,Chryseobacterium mulctrae,MEO_0000064,bovine milk
JCM_33494,Microbacterium wangchenii,MEO_0000054,feces
JCM_33494,Microbacterium wangchenii,MEO_0000627,feces
JCM_33496,Nocardioides jishulii,MEO_0000054,feces
JCM_33496,Nocardioides jishulii,MEO_0000627,feces
JCM_33640,Paraburkholderia flava,MEO_0000126,forest soil
JCM_33644,Acetobacter nitrogenifigens,MEO_0000286,pickled tea
JCM_33648,Auraticoccus cholistanensis,MEO_0000196,desert
JCM_33648,Auraticoccus cholistanensis,MEO_0000203,pasture soil
JCM_16844,Algibacter sp.,MEO_0000041,marine water
JCM_16847,Polaribacter sp.,MEO_0000041,marine water
JCM_16849,Erythrobacter sp.,MEO_0000041,marine water
JCM_19909,Balneicella halophila,MEO_0000029,hot spring
JCM_21080,Sphingomonas rosa,MEO_0000386,plant root
JCM_30045,Microbispora catharanthi,MEO_0000386,plant root
JCM_30652,Amycolatopsis nivea,MEO_0000688,river sediment
JCM_31570,Nitrincola tapanii,MEO_0000687,lake sediment
JCM_31881,Paraconexibacter algicola,MEO_0000117,surface water
JCM_32391,Cryobacterium soli,MEO_0000126,forest soil
JCM_32394,Catellatospora sichuanensis,MEO_0000007,soil
JCM_32395,Paenibacillus albilobatus,MEO_0000645,acidic soil
JCM_32545,Cryobacterium tepidiphilum,MEO_0000658,rhizosphere soil
JCM_32599,Lactobacillus buchneri subsp. silagei,MEO_0000314,silage
JCM_32642,Bacillus sp.,MEO_0000066,sediment
JCM_32642,Bacillus sp.,MEO_0000724,deep sea
JCM_32643,Psychrobacillus sp.,MEO_0000066,sediment
JCM_32643,Psychrobacillus sp.,MEO_0000724,deep sea
JCM_32647,Alteromonas sp.,MEO_0000041,marine water
JCM_32850,Alistipes communis,MEO_0000054,feces
JCM_32850,Alistipes communis,MEO_0000627,feces
JCM_32851,Alistipes communis,MEO_0000054,feces
JCM_32851,Alistipes communis,MEO_0000627,feces
JCM_32954,Halostella pelagica,MEO_0000220,brine
JCM_32955,Halostella litorea,MEO_0000220,brine
JCM_33002,Natrialba swarupiae,MEO_0000189,saline lake sediment
JCM_33058,Lysobacter segetis,MEO_0000007,soil
JCM_33201,Pseudomonas rhizoryzae,MEO_0000388,seed
JCM_33203,Flavisolibacter galbus,MEO_0000007,soil
JCM_33208,Streptomyces bauhiniae,MEO_0000373,bark
JCM_33362,Glycomyces buryatensis,MEO_0000198,field soil
JCM_33365,Nocardioides vastitatis,MEO_0000658,rhizosphere soil
JCM_33411,Bacillus caeni,MEO_0000066,sediment
JCM_33411,Alkalihalobacillus caeni,MEO_0000066,sediment
JCM_33411,Bacillus caeni,MEO_0000754,mangrove
JCM_33411,Alkalihalobacillus caeni,MEO_0000754,mangrove
JCM_33461,Nonomuraea typhae,MEO_0000386,plant root
JCM_33469,Nocardioides dongxiaopingii,MEO_0000379,leaf
JCM_33514,Antarcticibacterium arcticum,MEO_0000040,marine sediment
JCM_33518,Jiangella asiatica,MEO_0000007,soil
JCM_33519,Jiangella aurantiaca,MEO_0000007,soil
JCM_33611,Actinomyces wuliandei,MEO_0000054,feces
JCM_33611,Actinomyces wuliandei,MEO_0000627,feces
JCM_33820,Lactobacillus mishanensis,MEO_0000285,pickled food product
JCM_33821,Lactobacillus baiquanensis,MEO_0000285,pickled food product
JCM_33822,Lactobacillus kedongensis,MEO_0000285,pickled food product
JCM_33823,Lactobacillus jidongensis,MEO_0000285,pickled food product
JCM_33824,Lactobacillus yilanensis,MEO_0000285,pickled food product
JCM_33825,Lactobacillus keshanensis,MEO_0000285,pickled food product
JCM_33826,Lactobacillus daoliensis,MEO_0000285,pickled food product
JCM_34022,Desulfotomaculum australicum,MEO_0000416,hot water
JCM_34022,Desulfotomaculum australicum,MEO_0000099,channel
JCM_39069,Desulfobacterium oleovorans,MEO_0000011,oil field
JCM_15433,Bactrodesmium microleucurum,MEO_0000390,stem
JCM_15434,Canalisporium exiguum,MEO_0000091,forest
JCM_15434,Canalisporium exiguum,MEO_0000380,leaf litter
JCM_15435,Acrogenospora altissima,MEO_0000062,wood
JCM_15436,Spadicoides bambusicola,MEO_0000390,stem
